Job_Role,Company,Location,Job Experience,Skills/Description
Machine Learning Engineer (Data Science),Walmart,Bangalore/Bengaluru,3-6,"Computer science, Coding, Machine learning, Instrumentation, Data quality, Troubleshooting, Forecasting, Analytics"
ACN - Applied Intelligence - Solutions.AI - Data Engineering - 06,Accenture,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",12-22,"Applied Intelligence, Data Engineering, Solutions.AI, IT Skills, Java, Python, Cloud, Project Management"
Data Engineer,United Airlines,"Gurgaon/Gurugram, Bangalore/Bengaluru",2-7,"python, Big Data, Spark, IT Skills, Java, Software Development, Cloud, Oracle"
Data Engineer,EXO EDGE INDIA LLP,Mohali,0-3,"Data Quality, Test Data, Sql Server, Data Analysis, Master Data Management, Microsoft Azure, Data Modeling, Data Warehousing"
Data Engineer,Pure Storage,Bangalore/Bengaluru,8-10,"Computer science, data cleansing, Data management, Data modeling, Data structures, Data quality, Business intelligence, Analytics"
Data Engineer,AXA Technology Services India Pvt. Ltd,Gurgaon/Gurugram,2-4,"SAS, Data management, MIS, Datastage, Data structures, Informatica, microsoft, Analytics"
Data engineer Wanted,Synechron,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",5-10,"IT Skills, Java, Python, Testing, Jenkins, flink, beam, spark"
Staff Engineer Master Data Expert,Infineon Technologies Pvt Ltd,Bangalore/Bengaluru,3-5,"Computer science, Data analysis, Data management, Coding, Debugging, Machine learning, Data structures, Workflow"
Production support in AWS and Data Engineering,Genpact,"Noida, Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru, Delhi / NCR",3-5,"Lambdas, Bigdata, unix, spark, python, Sql, IT Skills, Java"
"Software Engineer 1, Core Data Platform",Uber,Bangalore/Bengaluru,1-4,"Architecture, Scalability, Analytical, Software Engineer 1, Programming, Data analytics, big data, Distribution system"
Hiring Data Engineers || Hyderebad & Pune,Synechron,"Hyderabad/Secunderabad, Pune",5-10,"Hadoop, SCALA, Big Data, IT Skills, Java, Python, Cloud, Jenkins"
Data Engineer - Chennai/ Pune,Hexaware Technologies,"Pune, Chennai",2-5,"data modeling, sql coding, data structures, ETL, CRM, relational database, Python, ERP"
Manager - AWS Data Engineer,LatentView,"Chennai, Bangalore/Bengaluru",7-12,"hive, spark, AWS, pyspark, Python, SQL"
LatentView is Hiring For AWS Data Engineer Position @ Chennai Location,LatentView,"Chennai, Bangalore/Bengaluru",3-8,"hive, spark, AWS, pyspark"
Data Analyst,Contactx India,"Mumbai, Delhi / NCR, Bangalore/Bengaluru",1-6,"data analysis, Power Bi, Tableau, Audit Command Language, ACL, SQL, Qlikview, MS Access"
Manager - Data Analyst,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru, Delhi / NCR",4-9,"Excel, SQL, Python, Data analysis, analytical, IT Skills, Data Analyst, Data Analytics"
Data Analyst - Python,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru",4-9,"Python, SQL, IT Skills, Data Analyst, Data Analytics, Data Integration"
Manager - Data Analyst,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru, Delhi / NCR",4-9,"Python, SQL, IT Skills, Data Quality, Excel, Analytical Skills, Scripting Languages, Problem Solving"
Big Data Platform Engineer,PayPal,Chennai,4-8,"data services, GCP, Performance engineering, Cloud, Infrastructure, Manager Technology, big data, Monitoring"
S&PP COE Analytics - Data Engineering,Accenture,Bangalore/Bengaluru,8-10,"VBA Automation, Power Pivot, SQL, IT Skills, Quality Assurance, Cloud, Project Management, BPO"
Software Development Engineer 2 (Data Platform),ANI Technologies Pvt. Ltd.,Bangalore/Bengaluru,4-8,"Software Development Engineer 2, Software Development Engineer II, MySQL, Infrastructure, Manager Technology, Windows, Distribution system, Monitoring"
Cloud Data Architecture Digital Data Engineering Practitioner,Accenture,Bangalore/Bengaluru,12-15,"IT Skills, Cloud, Supply chain, Analytical skills, Data migration, data services, Architecture, GCP"
Data Engineering Consultant,Dell Technologies,Bangalore/Bengaluru,8-13,"Data Engineering, MSBI, Teradata, IT Skills, Python, Data Science, Project Management, Tableau"
Data Engineering,Accenture,Bangalore/Bengaluru,4-6,"IT Skills, Java, Python, Machine Learning, Javascript, Big Data, Azure, Unix"
Data Engineering Application Developer,Accenture,Bangalore/Bengaluru,4-6,"IT Skills, Cloud, Big Data, Azure, Business process, Interpersonal skills, NoSQL, Analytical"
Data Engineering Application Developer,Accenture,Bangalore/Bengaluru,2-4,"Data Stage, Data Engineering, Data Analytics, written, analytical, Data Integration, oral communication, Data Analysis"
Data Engineering Application Developer,Accenture,Bangalore/Bengaluru,2-4,"Business process, Analytical skills, Data analysis, Architecture, Consulting, Datastage, Data analytics, data mapping"
Data Engineering Application Developer,Accenture,Bangalore/Bengaluru,4-6,"Airflow, Communication, Machine Learning, ETL, Java Enterprise, data warehousing, Apache Spark, data modeling"
Data Engineering Application Developer,Accenture,Bangalore/Bengaluru,8-10,"Redshift, S3, micro - batches, AWS services, data ingestion patterns, communication, analytical, AWS Redshift"
Data Engineering Application Developer,Accenture,Bangalore/Bengaluru,8-10,"micro - batches, S3, Data Engineering, AWS services, Data Analytics, ETL, Data Modelling, Data Capture CDC"
Data Engineering Application Developer,Accenture,Bangalore/Bengaluru,8-10,"IT Skills, Cloud, AWS, Business process, Analytical skills, Team management, Data modeling, Consulting"
Data Engineering Application Developer,Accenture,Bangalore/Bengaluru,4-6,"Computer science, Business process, Project management, Consulting, Manager Technology, professional services, AWS, Analytics"
Data Engineering,Accenture,Bangalore/Bengaluru,6-8,"Data Engineering, Agile, Big Data, API frameworks, ETL frameworks, Communication, Scala, Python"
Data Engineering,Accenture,Bangalore/Bengaluru,8-10,"IT Skills, Python, Data Science, Cloud, DevOps, Big Data, Consulting, SCALA"
Data Engineering Application Developer,Accenture,Bangalore/Bengaluru,4-6,"Python, communication, Java, Data Engineering, Scala, IT Skills, Cloud, Business process"
Data Engineering Application Developer,Accenture,Bangalore/Bengaluru,2-4,"Business process, Data migration, System engineering, Db2, Network operations, PAAS, Consulting, MongoDB"
Data Engineering Application Developer,Accenture,Bangalore/Bengaluru,4-6,"Azure SQL, Data Engineering, Spark, Java, Data Analytics, python, Spark SQL, object - oriented programming"
Data Engineering,Accenture,Bangalore/Bengaluru,8-10,"Python, Communication, ETL frameworks, Agile, Data Engineering, Big Data, API frameworks, Scala"
Data Engineering Application Developer,Accenture,Bangalore/Bengaluru,4-6,"Communication, ELT, data analysis, data ingestion, CI / CD, PowerBI, PySpark, Bitbucket"
Software Engineer II: Data Engineering,Uber,Bangalore/Bengaluru,1-5,"Computer science, Data analysis, Software Engineer II, SCALA, Instrumentation, Distribution system, YARN, SQL"
"Cloud Engineer, Data, Google Cloud",Google,Bangalore/Bengaluru,2-4,"Product management, Computer science, C++, Machine learning, Javascript, Data structures, Troubleshooting, Data mining"
ACN - Applied Intelligence - GCP - Data Engineering - 09,Accenture,Bangalore/Bengaluru,5-7,"Kafka, ETL, performance tuning, Big Data, Cassandra, Oozie, Sqoop, Kubernetes"
ACN - Applied Intelligence - Solutions.AI - Data Engineering - 09,Accenture,Bangalore/Bengaluru,1-6,"Computer science, Data management, Consulting, Informatica, Apache, Teradata, microsoft, Analytics"
ACN - Applied Intelligence - Solutions.AI - Data Engineering - 09,Accenture,Bangalore/Bengaluru,1-6,"IT Skills, Java, Python, Cloud, Big Data, AWS, Tableau, Computer science"
ACN - Applied Intelligence - Solutions.AI - Data Engineering - 07,Accenture,Bangalore/Bengaluru,8-12,"Computer science, Project management, Consulting, Informatica, Apache, Teradata, microsoft, Analytics"
Data Engineer TEDRA / IST,Morgan Stanley,Bengaluru,2-5,"Unix, Automation, Business objects, Manual testing, Db2, Project management, Informatica, SyBase"
Data Engineer: Business Intelligence,IBM,Bangalore/Bengaluru,4-8,"Unix, Data Analysis, Analytics, Data Validation, Business Intelligence, Time Management, Agile, Data Visualization"
Data Engineer: Business Intelligence,IBM,Bangalore/Bengaluru,4-8,"Unix, Data Analysis, Analytics, IT Skills, Testing, Tableau, Data Validation, Business Intelligence"
Data Lead / Senior Data Lead,Maven Wave Partners India Pvt. Ltd,"Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",6-11,"GCP, ETL, Python, SQL, IT Skills, Java, Cloud, Big Data"
ACN - Applied Intelligence - CC - Data Engineering (IN) - 08,Accenture,Bangalore/Bengaluru,3-6,"Automation, Python, SQL, IT Skills, Cloud, Computer science, Data migration, data security"
Systems Engineer-III (Data Engg/ Analytics),Walmart,Bangalore/Bengaluru,4-7,"Computer science, Automation, Backend, System design, Business intelligence, Distribution system, Analytics, Reporting tools"
Data Engineer: Advanced Analytics,IBM,Bangalore/Bengaluru,4-8,"Lambda, S3, SOA, Kafka, Scrum, ETL, AWS Lambda, Python"
ACN - Applied Intelligence - Solutions.AI - Data Engineering - 07,Accenture,Bangalore/Bengaluru,8-12,"IT Skills, Java, Python, Cloud, Project Management, Big Data, AWS, Computer science"
Data Engineering AWS,PwC,Bangalore/Bengaluru,5-8,AWS
ACN - Applied Intelligence - GCP - Data Engineering - 08,Accenture,Bangalore/Bengaluru,7-10,"IT Skills, Testing, Cloud, Big Data, Performance tuning, Automation, NoSQL, Data management"
Data Engineer II,SMARTPADDLE TECHNOLOGY PVT. LTD.,Bangalore/Bengaluru,2-4,"IT Skills, Java, Artificial Intelligence, Cloud, Big Data, AWS, Azure, NoSQL"
Data Engineer,SMARTPADDLE TECHNOLOGY PVT. LTD.,Bangalore/Bengaluru,1-2,"NoSQL, AWS Redshift, Hadoop, Kafka, AWS Athena, AWS Glue, Spark"
Data Engineer,HCL Technologies,Bangalore/Bengaluru,4-9,"Data Engineering, SQL, Python, Postgres, SQLs, Shell, Data exploratory analysis, Oracle"
Data Engineer: Master Data Management,IBM,Bangalore/Bengaluru,5-10,"UI development, Interpersonal skills, Web services, Data modeling, Master data management, Time management, Creative designing, Entity framework"
Data Engineer(Core Java 8 + Any Cloud Platform),Morgan Stanley,Bangalore/Bengaluru,5-8,"Python, Java, Google, Hibernate, web services, Gcp Cloud, spring, cloud"
Data Engineer,HCL Technologies,Bangalore/Bengaluru,3-7,"Big Data, ETL development, NetBeans, Spark, Agile, Eclipse, data modeling, Sqoop"
SAS Base & Macros Digital Data Engineering Practitioner,Accenture,Bangalore/Bengaluru,4-6,"data analysis, SAS programming, SAS Base, Unix scripting, SAS, SAS Servers, Macros, Communication"
Data Engineer- specialist,Siemens,Bangalore/Bengaluru,5-7,"Computer science, RDBMS, Database design, Schema, Data quality, Informatica, Teradata, Monitoring"
Data Engineer,IHS Markit,Bangalore/Bengaluru,6-10,"Python, data modelling, PySpark, Tableau, Hadoop, Qlikview, communication, R"
Data Engineer-ETL developer,TE Connectivity,Bangalore/Bengaluru(JP Nagar),5-9,"database design, oracle, Data Engineering, Bods, sap data services, talend, sql tuning, sap hana"
Data Engineer: Enterprise Content Management,IBM,Bangalore/Bengaluru,6-10,"C#, Filenet, Production support, XML, Javascript, Agile, Workflow, XSLT"
Software Engineer III (data engineering),Walmart,Bangalore/Bengaluru,4-8,"IT Skills, Java, Big Data, Quality standards, Spring framework, Coding, spark, Performance engineering"
Data Engineering Application Developer,Accenture,Hyderabad/Secunderabad,6-8,"Business process, Data migration, Analytical, Consulting, System design, Communication, Azure SQL, Azure cloud"
India Market Unit - Data Engineering Support - Level 11,Accenture,Bangalore/Bengaluru,2-5,"ETL, analytical, Aws, Azure, Data warehousing, JavaScript, SQL, Python"
Data Engineer FinTech,Uber,Bangalore/Bengaluru,1-4,"Daily accounting, SCALA, Agile, Programming, OLAP, Business intelligence, Troubleshooting, Unix shell scripting"
Data Model Engineer,Siemens,Bangalore/Bengaluru,2-7,"DTS, NoSQL, XML, Consulting, Bim, HTTP, MongoDB, Information technology"
Data Engineer- AWS & Snowflake,Genpact,Bangalore/Bengaluru,5-8,"python, Snowflake, AWS, IT Skills, Java, Software Development, Cloud, Azure"
Data Warehouse Engineer,Tide Software,Hyderabad/Secunderabad,0-4,"Performance tuning, Coding, Unit testing, Apache, Business intelligence, Troubleshooting, Data mining, SQL"
Jr . Data Engineer,Inferenz Tech Pvt Ltd.,Ahmedabad,0-3,"Unit Testing, Snowflake, Azure Data Pipeline, ETL Jobs, Debugging, Azure Data Factory, SQL Server, data warehousing"
Data Engineer: Data Modeling,IBM,Kolkata,2-5,"Business analysis, Data modeling, Agile, Teradata, Monitoring, IT Skills, Java, Python"
Data Engineer: Data Integration,IBM,Hyderabad/Secunderabad,2-5,"Unix, MIS, Datastage, Informatica, Business intelligence, Time management, Ab Initio, Operations"
Data Engineer: Big Data,IBM,Kolkata,7-12,"Cloud computing, Eclipse, SCALA, big data, Python, Interpersonal skills, GIT, Time management"
Mid Level Data Engineer,IBM,Ahmedabad,3-5,"Linux, Data management, Open source, SQL, Python, data science, spark, Cloud"
Data Engineer: Data Modeling,IBM,Hyderabad/Secunderabad,2-5,"Business analysis, Data modeling, Agile, Teradata, Monitoring, IT Skills, Java, Python"
Data Engineer: Data Integration,IBM,Hyderabad/Secunderabad,4-8,"Business process, Coding, Datastage, Business intelligence, Unix shell scripting, IT Skills, Testing, data cleansing"
Data Engineer - Gurgaon,Ofb Tech,Gurgaon/Gurugram,2-7,"Java, Data Engineering, SQL, Airflow, Google Bigquery, Programming, Data Analytics, Apache"
Azure Data Engineer,Wavelabs Technologies Private Limited,Hyderabad/Secunderabad,0-3,"VNET, Azure Data Factory, SQL Server, ADLS SQL Server, ADF, IT Skills, Power BI, Azure"
Azure Data Engineer,Wavelabs,Hyderabad/Secunderabad,0-0,"Azure Data Factory, ADF, SQL Server, VNET, ADLS SQL Server, Business process, Managed services, Artificial Intelligence"
Data Engineer: Data Integration,IBM,Hyderabad/Secunderabad,12-15,"Coding, Debugging, Agile, Business intelligence, Unix shell scripting, ETL, transform and load, Ab Initio"
Data Engineer: Data Modeling,IBM,Kolkata,2-5,"Business analysis, Data modeling, Agile, Teradata, Monitoring, Hive, Unix Shell Scripting, Hadoop"
Data Engineer: Data Integration,IBM,Mumbai,4-8,"Business process, Coding, Datastage, Business intelligence, Unix shell scripting, IT Skills, Testing, data cleansing"
Data Engineer: Data Modeling,IBM,Kolkata,2-5,"Business analysis, Data modeling, Agile, Teradata, Monitoring, agile methodologies, Spark, Java"
Data Engineer: Data Modeling,IBM,Kolkata,2-5,"Business analysis, Data modeling, Agile, Teradata, Monitoring, Data modelling, Hadoop, Unix Shell Scripting"
Data Engineer: Data Integration,IBM,Hyderabad/Secunderabad,12-15,"Coding, Debugging, Agile, Business intelligence, Unix shell scripting, Ab Initio, ETL, Unix"
Data Engineer: Data Integration,IBM,Pune,4-8,"Coding, XML, Consulting, Asset management, Unix shell scripting, IT Skills, Java, Business process"
Data Integration Engineer - Slack,SALESFORCE,Pune,4-8,"Computer science, Operational excellence, Sales, Web services, Enterprise applications, Salesforce.com, big data, Data warehousing"
AWS Data Engineer,TaskUs,Chennai,5-8,"aws glue, aws lambda"
Data Engineer,QuEST Global,Pune,3-6,"PowerShell, JS rest API, python, NO SQL, SQL, Stored procedures, NO SQL Cosmos DB, SQL queries"
AWS Data Engineer,TaskUs,Indore,3-7,"BPO, Computer science, Schema, Agile, Stored procedures, Information technology, AWS, SDLC"
Calling For Data Engineer/Data Science/Analytics roles-Coimbatore,Course5,Coimbatore,0-2,"Data Science, Data Engineering, Analytics, cloud, Algorithms, big data analytics, Big Data, Data Modeling"
Data Analyst with a Leading Bank,Premier Consultants,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",2-7,"Power Bi, Data Studio, Bi, statistical tools, Data Analyst, Qlikview, Tableau, SQL"
Hiring- Data Engineer-Mazars India,Mazars India,Mumbai,3-6,"Data Engineering, IT Skills, Java, Python, Testing, Cloud, Oracle, Big Data"
Data Engineer,Salve Software Services,Nagpur,0-3,"Python, Snowflake, Data Architecture, DBT, Kafka, SQL, Azure DevOps, Apache Airflow"
Process Data Engineer,Shell,Chennai,0-1,"MS SQL, Oracle, SQL, Data Quality, Oracle SQL, Data Management, Data Analysis, Information Management"
Data Engineer,Salve Software Services,Nagpur,0-2,"Apache Airflow, JavaScript, Kafka, Azure DevOps, Python, DBT, Snowflake, SQL"
Data Analyst,cliqhr.com,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",5-10,"Data analysis, Business analysis, Agile methodologies, gap analysis, SDLC, Data / Business analysis, communication, stakeholder management"
Trainee Data Engineer,Harmony Data Integration Technologies,Mohali,0-1,"Talend, Pentaho, Data Integration, Talend Data Integration, Talend Open Studio, Data Engineer, Data Analyst, ETL"
